session_id,request_id,rank,score,relevant,clicked,defect,success,latency_ms,model_version,fallback
s075,r075-5,5,0.45376,1,1,none,1,17.37,2.0.0,0
s076,r076-1,1,0.93565,1,1,timeout,0,146.635,2.0.0,1
s076,r076-2,2,0.807,1,0,timeout,1,15.63,2.0.0,0
s076,r076-3,3,0.51244,0,0,timeout,1,23.476,2.0.0,0
s076,r076-4,4,0.55093,1,1,timeout,1,35.881,2.0.0,0
s076,r076-5,5,0.40992,1,0,timeout,1,31.374,2.0.0,0
s077,r077-1,1,0.89507,0,0,timeout,0,165.145,2.0.0,1
s077,r077-2,2,0.76988,0,0,timeout,1,22.101,2.0.0,0
s077,r077-3,3,0.66781,1,0,timeout,1,21.916,2.0.0,0
s077,r077-4,4,0.61324,0,0,timeout,1,38.004,2.0.0,0
s077,r077-5,5,0.38477,1,1,timeout,1,24.72,2.0.0,0
s078,r078-1,1,0.86499,1,0,none,1,29.475,2.0.0,0
s078,r078-2,2,0.7396,0,0,none,1,40.391,2.0.0,0
s078,r078-3,3,0.6459,0,0,none,1,20.266,2.0.0,0
s078,r078-4,4,0.53722,1,1,none,1,27.359,2.0.0,0
s078,r078-5,5,0.4615,0,0,none,1,40.583,2.0.0,0
s079,r079-1,1,0.95317,1,0,missing_skill,1,43.877,2.0.0,0
s079,r079-2,2,0.76881,1,0,missing_skill,1,38.302,2.0.0,0
s079,r079-3,3,0.65113,0,0,missing_skill,1,43.587,2.0.0,0
s079,r079-4,4,0.46783,0,0,missing_skill,1,15.004,2.0.0,0
s079,r079-5,5,0.38089,0,0,missing_skill,1,28.834,2.0.0,0
s080,r080-1,1,0.98399,1,1,none,1,27.427,2.0.0,0
s080,r080-2,2,0.86119,1,1,none,1,39.412,2.0.0,0
s080,r080-3,3,0.6567,1,1,none,1,44.551,2.0.0,0
s080,r080-4,4,0.54045,1,1,none,1,33.386,2.0.0,0
s080,r080-5,5,0.41342,1,1,none,1,41.581,2.0.0,0
s081,r081-1,1,0.88005,1,1,none,1,17.648,2.0.0,0
s081,r081-2,2,0.81361,1,1,none,1,43.982,2.0.0,0
s081,r081-3,3,0.6537,1,0,none,1,36.502,2.0.0,0
s081,r081-4,4,0.53288,1,1,none,1,38.043,2.0.0,0
s081,r081-5,5,0.39332,0,0,none,1,26.469,2.0.0,0
s082,r082-1,1,0.92641,1,1,missing_skill,1,35.375,2.0.0,0
s082,r082-2,2,0.86192,0,0,missing_skill,1,35.824,2.0.0,0
s082,r082-3,3,0.73381,1,1,missing_skill,1,20.986,2.0.0,0
s082,r082-4,4,0.51391,1,1,missing_skill,1,18.067,2.0.0,0
s082,r082-5,5,0.35409,0,0,missing_skill,1,22.325,2.0.0,0
s083,r083-1,1,0.84505,1,1,none,1,21.413,2.0.0,0
s083,r083-2,2,0.7332,1,1,none,1,15.572,2.0.0,0
s083,r083-3,3,0.71493,1,1,none,1,28.714,2.0.0,0
s083,r083-4,4,0.50313,1,1,none,1,36.089,2.0.0,0
s083,r083-5,5,0.40821,0,0,none,1,18.74,2.0.0,0
s084,r084-1,1,0.87768,0,0,missing_skill,1,22.575,2.0.0,0
s084,r084-2,2,0.85998,1,1,missing_skill,1,41.815,2.0.0,0
s084,r084-3,3,0.67415,0,0,missing_skill,1,31.928,2.0.0,0
s084,r084-4,4,0.45718,0,0,missing_skill,1,21.175,2.0.0,0
s084,r084-5,5,0.4681,0,0,missing_skill,1,35.343,2.0.0,0
s085,r085-1,1,0.85938,1,0,missing_skill,1,18.929,2.0.0,0
s085,r085-2,2,0.79271,1,0,missing_skill,1,34.501,2.0.0,0
s085,r085-3,3,0.69494,1,0,missing_skill,1,37.898,2.0.0,0
s085,r085-4,4,0.50408,0,0,missing_skill,1,38.602,2.0.0,0
s085,r085-5,5,0.4621,0,0,missing_skill,1,15.809,2.0.0,0
s086,r086-1,1,0.94237,0,0,missing_skill,1,16.279,2.0.0,0
s086,r086-2,2,0.78499,0,0,missing_skill,1,17.457,2.0.0,0
s086,r086-3,3,0.63626,1,1,missing_skill,1,16.576,2.0.0,0
s086,r086-4,4,0.50306,0,0,missing_skill,1,28.097,2.0.0,0
s086,r086-5,5,0.39419,1,1,missing_skill,1,37.162,2.0.0,0
s087,r087-1,1,0.93048,1,0,missing_skill,1,16.586,2.0.0,0
s087,r087-2,2,0.80944,0,0,missing_skill,1,19.181,2.0.0,0
s087,r087-3,3,0.58639,0,0,missing_skill,1,44.336,2.0.0,0
s087,r087-4,4,0.56084,1,0,missing_skill,1,28.21,2.0.0,0
s087,r087-5,5,0.31306,1,1,missing_skill,1,18.422,2.0.0,0
s088,r088-1,1,0.91268,1,0,none,1,23.162,2.0.0,0
s088,r088-2,2,0.74194,1,0,none,1,16.364,2.0.0,0
s088,r088-3,3,0.67595,1,0,none,1,30.457,2.0.0,0
s088,r088-4,4,0.63045,0,0,none,1,42.379,2.0.0,0
s088,r088-5,5,0.3859,0,0,none,1,31.451,2.0.0,0
s089,r089-1,1,0.84524,0,0,none,1,15.609,2.0.0,0
s089,r089-2,2,0.77163,0,0,none,1,23.035,2.0.0,0
s089,r089-3,3,0.62894,0,0,none,1,26.711,2.0.0,0
s089,r089-4,4,0.51526,0,0,none,1,29.067,2.0.0,0
s089,r089-5,5,0.49416,0,0,none,1,26.978,2.0.0,0
s090,r090-1,1,0.92647,1,1,none,1,28.93,2.0.0,0
s090,r090-2,2,0.83246,1,0,none,1,42.4,2.0.0,0
s090,r090-3,3,0.6709,1,1,none,1,16.844,2.0.0,0
s090,r090-4,4,0.55783,0,0,none,1,36.138,2.0.0,0
s090,r090-5,5,0.48599,0,0,none,1,35.646,2.0.0,0
s091,r091-1,1,0.94157,1,0,missing_skill,1,31.045,2.0.0,0
s091,r091-2,2,0.8126,1,1,missing_skill,1,26.863,2.0.0,0
s091,r091-3,3,0.635,0,0,missing_skill,1,22.029,2.0.0,0
s091,r091-4,4,0.53836,0,0,missing_skill,1,23.15,2.0.0,0
s091,r091-5,5,0.39308,0,0,missing_skill,1,21.355,2.0.0,0
s092,r092-1,1,0.9265,0,0,none,1,34.86,2.0.0,0
s092,r092-2,2,0.8605,1,1,none,1,22.799,2.0.0,0
s092,r092-3,3,0.66838,0,0,none,1,15.973,2.0.0,0
s092,r092-4,4,0.54676,0,0,none,1,25.045,2.0.0,0
s092,r092-5,5,0.43062,1,1,none,1,41.844,2.0.0,0
s093,r093-1,1,0.89972,1,1,none,1,32.788,2.0.0,0
s093,r093-2,2,0.859,1,1,none,1,17.431,2.0.0,0
s093,r093-3,3,0.62435,1,0,none,1,29.269,2.0.0,0
s093,r093-4,4,0.48233,0,0,none,1,40.7,2.0.0,0
s093,r093-5,5,0.29425,0,0,none,1,21.166,2.0.0,0
s094,r094-1,1,0.86896,1,1,cold_start,1,16.391,2.0.0,0
s094,r094-2,2,0.8265,1,1,cold_start,1,40.247,2.0.0,0
s094,r094-3,3,0.60877,0,0,cold_start,1,34.004,2.0.0,0
s094,r094-4,4,0.52912,1,1,cold_start,1,29.727,2.0.0,0
s094,r094-5,5,0.34189,1,1,cold_start,1,26.04,2.0.0,0
s095,r095-1,1,0.89732,1,1,none,1,34.047,2.0.0,0
s095,r095-2,2,0.73116,1,0,none,1,33.099,2.0.0,0
s095,r095-3,3,0.69345,0,0,none,1,29.884,2.0.0,0
s095,r095-4,4,0.53441,0,0,none,1,19.913,2.0.0,0
s095,r095-5,5,0.36049,1,0,none,1,19.42,2.0.0,0
s096,r096-1,1,0.98161,1,1,none,1,44.101,2.0.0,0
s096,r096-2,2,0.8069,0,0,none,1,23.084,2.0.0,0
s096,r096-3,3,0.69273,0,0,none,1,31.3,2.0.0,0
s096,r096-4,4,0.5434,1,1,none,1,20.903,2.0.0,0
s096,r096-5,5,0.42316,0,0,none,1,17.169,2.0.0,0
s097,r097-1,1,0.92371,1,0,cold_start,1,26.356,2.0.0,0
s097,r097-2,2,0.79574,1,1,cold_start,1,24.018,2.0.0,0
s097,r097-3,3,0.66343,0,0,cold_start,1,34.75,2.0.0,0
s097,r097-4,4,0.50353,0,0,cold_start,1,41.008,2.0.0,0
s097,r097-5,5,0.37522,0,0,cold_start,1,23.457,2.0.0,0
s098,r098-1,1,0.84954,1,1,timeout,0,151.37,2.0.0,1
s098,r098-2,2,0.76347,1,0,timeout,1,42.998,2.0.0,0
s098,r098-3,3,0.64037,0,0,timeout,1,34.847,2.0.0,0
s098,r098-4,4,0.55775,0,0,timeout,1,21.995,2.0.0,0
s098,r098-5,5,0.40495,1,1,timeout,1,31.966,2.0.0,0
s099,r099-1,1,0.99207,1,1,cold_start,1,17.257,2.0.0,0
s099,r099-2,2,0.78053,1,1,cold_start,1,42.136,2.0.0,0
s099,r099-3,3,0.56614,1,1,cold_start,1,41.616,2.0.0,0
s099,r099-4,4,0.54366,0,0,cold_start,1,22.8,2.0.0,0
s099,r099-5,5,0.37376,0,0,cold_start,1,24.106,2.0.0,0
s100,r100-1,1,0.91924,1,1,cold_start,1,36.102,2.0.0,0
s100,r100-2,2,0.78079,1,0,cold_start,1,27.501,2.0.0,0
s100,r100-3,3,0.65492,1,1,cold_start,1,33.178,2.0.0,0
s100,r100-4,4,0.53607,0,0,cold_start,1,41.609,2.0.0,0
s100,r100-5,5,0.43155,0,0,cold_start,1,41.734,2.0.0,0
s101,r101-1,1,0.94341,1,0,stale_job,1,20.988,2.0.0,0
s101,r101-2,2,0.74298,0,0,stale_job,1,40.177,2.0.0,0
s101,r101-3,3,0.66205,1,0,stale_job,1,38.064,2.0.0,0
s101,r101-4,4,0.60361,1,1,stale_job,1,37.217,2.0.0,0
s101,r101-5,5,0.42599,0,0,stale_job,1,36.672,2.0.0,0
s102,r102-1,1,0.9464,1,0,none,1,15.476,2.0.0,0
s102,r102-2,2,0.80167,1,0,none,1,16.202,2.0.0,0
s102,r102-3,3,0.65268,0,0,none,1,31.475,2.0.0,0
s102,r102-4,4,0.50786,0,0,none,1,20.382,2.0.0,0
s102,r102-5,5,0.32088,1,0,none,1,41.713,2.0.0,0
s103,r103-1,1,0.87811,1,0,none,1,24.954,2.0.0,0
s103,r103-2,2,0.74753,1,1,none,1,15.996,2.0.0,0
s103,r103-3,3,0.65438,1,0,none,1,22.329,2.0.0,0
s103,r103-4,4,0.48006,0,0,none,1,42.666,2.0.0,0
s103,r103-5,5,0.34103,1,0,none,1,22.257,2.0.0,0
s104,r104-1,1,0.97754,1,1,none,1,19.888,2.0.0,0
s104,r104-2,2,0.81024,1,1,none,1,43.579,2.0.0,0
s104,r104-3,3,0.61869,0,0,none,1,15.549,2.0.0,0
s104,r104-4,4,0.46623,0,0,none,1,24.084,2.0.0,0
s104,r104-5,5,0.46286,0,0,none,1,18.155,2.0.0,0
s105,r105-1,1,0.9392,0,0,timeout,0,148.333,2.0.0,1
s105,r105-2,2,0.77255,0,0,timeout,1,21.925,2.0.0,0
s105,r105-3,3,0.70657,1,1,timeout,1,36.58,2.0.0,0
s105,r105-4,4,0.52824,0,0,timeout,1,26.652,2.0.0,0
s105,r105-5,5,0.43436,1,1,timeout,1,26.593,2.0.0,0
s106,r106-1,1,0.88661,1,0,missing_skill,1,41.737,2.0.0,0
s106,r106-2,2,0.84791,1,1,missing_skill,1,37.677,2.0.0,0
s106,r106-3,3,0.57164,0,0,missing_skill,1,29.197,2.0.0,0
s106,r106-4,4,0.54047,0,0,missing_skill,1,22.169,2.0.0,0
s106,r106-5,5,0.44699,0,0,missing_skill,1,19.911,2.0.0,0
s107,r107-1,1,0.92089,0,0,none,1,35.663,2.0.0,0
s107,r107-2,2,0.84533,0,0,none,1,33.926,2.0.0,0
s107,r107-3,3,0.69976,1,1,none,1,39.199,2.0.0,0
s107,r107-4,4,0.53044,0,0,none,1,18.771,2.0.0,0
s107,r107-5,5,0.3668,1,0,none,1,33.857,2.0.0,0
s108,r108-1,1,0.89948,1,1,cold_start,1,38.353,2.0.0,0
s108,r108-2,2,0.81008,0,0,cold_start,1,42.863,2.0.0,0
s108,r108-3,3,0.69409,1,0,cold_start,1,42.625,2.0.0,0
s108,r108-4,4,0.45402,0,0,cold_start,1,17.842,2.0.0,0
s108,r108-5,5,0.3791,1,0,cold_start,1,42.135,2.0.0,0
s109,r109-1,1,0.93484,1,1,none,1,17.562,2.0.0,0
s109,r109-2,2,0.81807,1,0,none,1,20.893,2.0.0,0
s109,r109-3,3,0.63102,1,0,none,1,32.475,2.0.0,0
s109,r109-4,4,0.53417,0,0,none,1,42.832,2.0.0,0
s109,r109-5,5,0.40862,1,1,none,1,30.652,2.0.0,0
s110,r110-1,1,0.89557,0,0,cold_start,1,37.126,2.0.0,0
s110,r110-2,2,0.79778,1,1,cold_start,1,15.875,2.0.0,0
s110,r110-3,3,0.68069,1,0,cold_start,1,32.371,2.0.0,0
s110,r110-4,4,0.50065,1,1,cold_start,1,30.562,2.0.0,0
s110,r110-5,5,0.35333,0,0,cold_start,1,43.481,2.0.0,0
s111,r111-1,1,0.89552,1,0,timeout,0,160.557,2.0.0,1
s111,r111-2,2,0.8136,0,0,timeout,1,35.906,2.0.0,0
s111,r111-3,3,0.73619,1,1,timeout,1,17.602,2.0.0,0
s111,r111-4,4,0.49157,1,1,timeout,1,24.219,2.0.0,0
s111,r111-5,5,0.38696,0,0,timeout,1,33.377,2.0.0,0
s112,r112-1,1,0.85161,1,0,cold_start,1,19.048,2.0.0,0
s112,r112-2,2,0.79562,0,0,cold_start,1,15.065,2.0.0,0
s112,r112-3,3,0.61578,0,0,cold_start,1,31.892,2.0.0,0
s112,r112-4,4,0.58195,1,1,cold_start,1,43.175,2.0.0,0
s112,r112-5,5,0.4006,0,0,cold_start,1,28.357,2.0.0,0
s113,r113-1,1,0.95558,1,1,none,1,23.584,2.0.0,0
s113,r113-2,2,0.79239,1,1,none,1,28.119,2.0.0,0
s113,r113-3,3,0.65367,1,0,none,1,30.344,2.0.0,0
s113,r113-4,4,0.54126,0,0,none,1,36.771,2.0.0,0
s113,r113-5,5,0.43281,0,0,none,1,17.95,2.0.0,0
s114,r114-1,1,0.90277,1,0,none,1,19.183,2.0.0,0
s114,r114-2,2,0.77555,1,0,none,1,40.381,2.0.0,0
s114,r114-3,3,0.66441,0,0,none,1,33.206,2.0.0,0
s114,r114-4,4,0.46929,1,1,none,1,23.877,2.0.0,0
s114,r114-5,5,0.38148,0,0,none,1,21.283,2.0.0,0
s115,r115-1,1,0.92839,0,0,missing_skill,1,28.49,2.0.0,0
s115,r115-2,2,0.84662,1,1,missing_skill,1,33.877,2.0.0,0
s115,r115-3,3,0.63165,1,0,missing_skill,1,41.422,2.0.0,0
s115,r115-4,4,0.5229,0,0,missing_skill,1,21.347,2.0.0,0
s115,r115-5,5,0.45221,0,0,missing_skill,1,42.426,2.0.0,0
s116,r116-1,1,0.88412,0,0,cold_start,1,36.118,2.0.0,0
s116,r116-2,2,0.78903,1,1,cold_start,1,38.908,2.0.0,0
s116,r116-3,3,0.73128,0,0,cold_start,1,20.073,2.0.0,0
s116,r116-4,4,0.5046,0,0,cold_start,1,38.188,2.0.0,0
s116,r116-5,5,0.43141,0,0,cold_start,1,20.091,2.0.0,0
s117,r117-1,1,0.86353,1,1,timeout,0,145.018,2.0.0,1
s117,r117-2,2,0.76495,0,0,timeout,1,30.135,2.0.0,0
s117,r117-3,3,0.72043,0,0,timeout,1,22.554,2.0.0,0
s117,r117-4,4,0.51276,1,0,timeout,1,40.478,2.0.0,0
s117,r117-5,5,0.38195,0,0,timeout,1,25.19,2.0.0,0
s118,r118-1,1,0.90569,1,1,missing_skill,1,22.669,2.0.0,0
s118,r118-2,2,0.81077,0,0,missing_skill,1,37.223,2.0.0,0
s118,r118-3,3,0.68792,0,0,missing_skill,1,43.124,2.0.0,0
s118,r118-4,4,0.55897,1,0,missing_skill,1,18.912,2.0.0,0
s118,r118-5,5,0.39857,0,0,missing_skill,1,40.954,2.0.0,0
s119,r119-1,1,0.88349,1,1,none,1,36.883,2.0.0,0
s119,r119-2,2,0.82176,1,1,none,1,28.344,2.0.0,0
s119,r119-3,3,0.64654,1,1,none,1,24.337,2.0.0,0
s119,r119-4,4,0.51032,1,1,none,1,20.581,2.0.0,0
s119,r119-5,5,0.4032,0,0,none,1,42.515,2.0.0,0
