window,request_id,latency_ms,success,score,correct
degenerate_quality_breach,degenerate_quality_breach-41,18.0429,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-42,21.0533,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-43,41.1755,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-44,45.5114,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-45,35.0318,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-46,28.5526,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-47,39.4354,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-48,43.1714,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-49,21.2066,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-50,54.493,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-51,29.743,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-52,26.5197,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-53,34.8077,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-54,45.2123,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-55,26.2425,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-56,52.4335,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-57,53.7993,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-58,44.3936,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-59,52.8344,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-60,51.6307,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-61,33.4693,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-62,53.684,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-63,28.4294,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-64,20.2466,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-65,34.0421,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-66,37.2206,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-67,45.8461,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-68,39.2725,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-69,35.1214,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-70,30.0562,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-71,19.5051,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-72,42.2317,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-73,43.5354,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-74,47.5204,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-75,45.4222,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-76,51.6309,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-77,49.131,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-78,32.5233,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-79,34.3486,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-80,23.1116,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-81,45.1968,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-82,20.6453,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-83,32.2336,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-84,42.3884,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-85,51.5391,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-86,44.5311,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-87,24.5669,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-88,29.5384,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-89,19.7569,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-90,36.6948,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-91,48.2657,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-92,48.1044,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-93,25.6705,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-94,20.5541,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-95,42.6203,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-96,38.516,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-97,32.5979,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-98,30.045,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-99,30.73,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-100,30.464,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-101,23.67,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-102,20.6145,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-103,41.295,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-104,53.4841,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-105,28.2301,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-106,18.8487,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-107,32.9332,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-108,47.6949,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-109,34.9957,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-110,25.7751,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-111,30.1976,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-112,49.4565,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-113,53.1788,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-114,33.0962,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-115,31.534,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-116,45.2066,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-117,43.9239,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-118,28.1958,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-119,51.2948,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-120,39.2949,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-121,39.8718,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-122,26.8126,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-123,33.3274,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-124,36.4093,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-125,31.5679,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-126,43.5217,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-127,50.4809,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-128,23.4869,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-129,29.2866,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-130,48.8184,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-131,40.4803,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-132,20.3756,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-133,44.3255,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-134,38.1582,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-135,54.0594,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-136,47.3097,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-137,30.8747,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-138,19.9791,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-139,47.3486,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-140,48.7149,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-141,32.7159,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-142,18.2785,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-143,51.0774,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-144,27.6394,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-145,24.2539,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-146,31.5547,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-147,48.3067,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-148,35.5361,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-149,42.3612,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-150,38.7636,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-151,18.9709,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-152,27.042,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-153,52.842,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-154,50.777,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-155,33.6768,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-156,28.9459,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-157,54.983,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-158,53.1775,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-159,26.0414,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-160,37.9213,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-161,26.3325,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-162,45.2046,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-163,50.3261,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-164,25.2958,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-165,27.8449,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-166,21.172,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-167,45.9267,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-168,44.8485,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-169,54.9756,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-170,43.7853,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-171,32.1443,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-172,38.7665,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-173,18.5852,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-174,24.5526,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-175,31.9077,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-176,20.4682,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-177,28.1064,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-178,40.0588,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-179,43.5068,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-180,44.3204,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-181,50.1945,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-182,50.9859,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-183,38.8458,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-184,48.0349,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-185,40.1043,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-186,50.5573,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-187,54.504,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-188,21.271,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-189,52.6112,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-190,52.1995,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-191,28.8292,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-192,38.2756,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-193,34.8726,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-194,18.5435,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-195,42.83,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-196,44.8462,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-197,25.6679,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-198,26.3805,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-199,26.5892,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-200,20.6513,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-201,42.647,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-202,21.3332,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-203,41.8694,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-204,37.6441,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-205,30.4976,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-206,48.1835,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-207,38.5161,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-208,40.5042,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-209,32.7655,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-210,27.0458,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-211,48.9746,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-212,30.4455,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-213,50.6463,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-214,22.9292,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-215,47.0292,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-216,37.8631,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-217,21.1016,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-218,49.4332,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-219,32.3215,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-220,43.4317,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-221,40.4726,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-222,26.7121,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-223,35.1229,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-224,43.285,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-225,32.292,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-226,26.6646,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-227,48.3124,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-228,34.2817,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-229,45.646,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-230,36.8914,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-231,39.7521,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-232,44.0785,1,0.5,0
degenerate_quality_breach,degenerate_quality_breach-233,25.4005,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-234,47.0965,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-235,25.2969,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-236,52.5277,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-237,37.0467,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-238,46.6151,1,0.5,1
degenerate_quality_breach,degenerate_quality_breach-239,40.4809,1,0.5,1
